SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup
51-9123.00,"Painting, Coating, and Decorating Workers",Production,False,False,1,31050.0,1400,92.0,
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Production,False,False,2,38730.0,9300,67.0,
47-2142.00,Paperhangers,Construction and Extraction,False,False,2,38090.0,500,87.0,
23-2011.00,Paralegals and Legal Assistants,Legal,True,False,3,50940.0,40400,94.0,
19-1031.03,Park Naturalists,"Life, Physical, and Social Science",False,False,4,61310.0,2600,-1.0,Conservation Scientists
33-3041.00,Parking Enforcement Workers,Protective Service,False,False,2,39840.0,200,84.0,
53-6021.00,Parking Lot Attendants,Transportation and Material Moving,False,False,2,23870.0,23000,87.0,
41-2022.00,Parts Salespersons,Sales and Related,False,False,2,30430.0,30500,98.0,
29-1069.07,Pathologists,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
43-4051.03,Patient Representatives,Office and Administrative Support,True,False,4,33750.0,387600,-1.0,Customer Service Representatives
51-4062.00,"Patternmakers, Metal and Plastic",Production,False,False,3,45840.0,200,90.0,
51-7032.00,"Patternmakers, Wood",Production,False,False,3,60940.0,200,91.0,
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Construction and Extraction,True,False,2,39780.0,6700,83.0,
43-3051.00,Payroll and Timekeeping Clerks,Office and Administrative Support,False,False,2,45050.0,15800,97.0,
29-1065.00,"Pediatricians, General",Healthcare Practitioners and Technical,False,False,5,170560.0,1000,-1.0,
39-9021.00,Personal Care Aides,Personal Care and Service,True,False,2,24020.0,486900,74.0,
39-9099.00,"Personal Care and Service Workers, All Other",Personal Care and Service,True,False,-1,26180.0,18100,-1.0,
13-2052.00,Personal Financial Advisors,Business and Financial Operations,True,True,4,88890.0,23200,58.0,
37-2021.00,Pest Control Workers,Building and Grounds Cleaning and Maintenance,True,False,2,35610.0,12600,66.0,
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Building and Grounds Cleaning and Maintenance,True,False,2,35320.0,5000,97.0,
17-2171.00,Petroleum Engineers,Architecture and Engineering,False,False,4,137170.0,2500,16.0,
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,False,False,2,70860.0,4300,71.0,
29-1051.00,Pharmacists,Healthcare Practitioners and Technical,False,False,5,126120.0,14100,1.2,
31-9095.00,Pharmacy Aides,Healthcare Support,False,False,2,26450.0,4000,72.0,
29-2052.00,Pharmacy Technicians,Healthcare Practitioners and Technical,True,False,3,32700.0,38300,92.0,
25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Education, Training, and Library",True,False,5,71890.0,3100,-1.0,
31-9097.00,Phlebotomists,Healthcare Support,True,False,3,34480.0,18100,-1.0,
27-4021.00,Photographers,"Arts, Design, Entertainment, Sports, and Media",False,False,3,34000.0,11800,2.0,
51-9151.00,Photographic Process Workers and Processing Machine Operators,Production,False,False,2,29180.0,2000,99.0,
17-2199.07,Photonics Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
17-3029.08,Photonics Technicians,Architecture and Engineering,False,True,3,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
29-1069.08,Physical Medicine and Rehabilitation Physicians,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
19-2099.00,"Physical Scientists, All Other","Life, Physical, and Social Science",False,False,-1,107230.0,1900,43.0,
31-2022.00,Physical Therapist Aides,Healthcare Support,True,False,2,26240.0,8000,61.0,
31-2021.00,Physical Therapist Assistants,Healthcare Support,True,False,3,58040.0,16500,1.8,
29-1123.00,Physical Therapists,Healthcare Practitioners and Technical,True,False,5,87930.0,16900,2.0,
29-1071.00,Physician Assistants,Healthcare Practitioners and Technical,True,False,5,108610.0,11500,14.0,
29-1069.00,"Physicians and Surgeons, All Other",Healthcare Practitioners and Technical,True,False,-1,200890.0,16500,-1.0,
19-2012.00,Physicists,"Life, Physical, and Social Science",True,False,5,120950.0,1800,10.0,
25-1054.00,"Physics Teachers, Postsecondary","Education, Training, and Library",True,False,5,90800.0,1600,-1.0,
47-2072.00,Pile-Driver Operators,Construction and Extraction,True,False,2,58680.0,500,82.0,
53-5021.03,"Pilots, Ship",Transportation and Material Moving,False,False,3,69180.0,3600,-1.0,"Captains, Mates, and Pilots of Water Vessels"
47-2152.01,Pipe Fitters and Steamfitters,Construction and Extraction,True,True,3,53910.0,66100,-1.0,"Plumbers, Pipefitters, and Steamfitters"
47-2151.00,Pipelayers,Construction and Extraction,True,False,2,38560.0,5500,62.0,
51-8099.00,"Plant and System Operators, All Other",Production,False,False,-1,57100.0,1400,86.0,
47-2161.00,Plasterers and Stucco Masons,Construction and Extraction,False,False,1,43540.0,2700,84.0,
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,32420.0,3600,-1.0,
47-2152.02,Plumbers,Construction and Extraction,True,True,3,53910.0,66100,-1.0,"Plumbers, Pipefitters, and Steamfitters"
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,True,False,-1,53910.0,66100,35.0,
29-1081.00,Podiatrists,Healthcare Practitioners and Technical,False,False,5,129550.0,700,0.5,
27-3043.05,"Poets, Lyricists and Creative Writers","Arts, Design, Entertainment, Sports, and Media",False,False,4,62170.0,12800,-1.0,Writers and Authors
33-3051.00,Police and Sheriff's Patrol Officers,Protective Service,False,False,-1,61380.0,52900,-1.0,
33-3021.01,Police Detectives,Protective Service,False,False,3,81920.0,7500,-1.0,Detectives and Criminal Investigators
33-3021.02,Police Identification and Records Officers,Protective Service,False,False,3,81920.0,7500,-1.0,Detectives and Criminal Investigators
33-3051.01,Police Patrol Officers,Protective Service,False,False,3,61380.0,52900,-1.0,Police and Sheriff's Patrol Officers
43-5031.00,"Police, Fire, and Ambulance Dispatchers",Office and Administrative Support,False,False,2,40660.0,10100,49.0,
25-1065.00,"Political Science Teachers, Postsecondary","Education, Training, and Library",True,False,5,83370.0,1900,-1.0,
19-3094.00,Political Scientists,"Life, Physical, and Social Science",False,False,5,117570.0,800,4.0,
43-5051.00,Postal Service Clerks,Office and Administrative Support,False,False,2,55280.0,3700,95.0,
43-5052.00,Postal Service Mail Carriers,Office and Administrative Support,False,False,2,55210.0,15500,68.0,
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Office and Administrative Support,False,False,2,58770.0,4900,-1.0,
11-9131.00,Postmasters and Mail Superintendents,Management,False,False,2,75970.0,500,75.0,
25-1199.00,"Postsecondary Teachers, All Other","Education, Training, and Library",False,False,-1,65660.0,19900,-1.0,
51-9195.05,"Potters, Manufacturing",Production,False,False,3,33340.0,5300,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-4052.00,"Pourers and Casters, Metal",Production,False,False,2,37730.0,700,87.0,
51-8012.00,Power Distributors and Dispatchers,Production,False,True,3,86410.0,1000,64.0,
51-8013.00,Power Plant Operators,Production,False,True,2,79610.0,3000,85.0,
51-9071.07,Precious Metal Workers,Production,False,False,3,39440.0,4400,-1.0,Jewelers and Precious Stone and Metal Workers
19-4099.02,Precision Agriculture Technicians,"Life, Physical, and Social Science",True,True,4,49670.0,9400,-1.0,"Life, Physical, and Social Science Technicians, All Other"
49-9069.00,"Precision Instrument and Equipment Repairers, All Other","Installation, Maintenance, and Repair",False,False,-1,57610.0,1300,-1.0,
51-5111.00,Prepress Technicians and Workers,Production,False,False,3,40410.0,2700,97.0,
25-2011.00,"Preschool Teachers, Except Special Education","Education, Training, and Library",True,False,3,29780.0,58100,0.7,
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Production,False,False,1,23350.0,3300,81.0,
29-1069.09,Preventive Medicine Physicians,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
51-5113.00,Print Binding and Finishing Workers,Production,False,False,2,32890.0,5300,95.0,
51-5112.00,Printing Press Operators,Production,False,False,3,36220.0,15800,83.0,
33-9021.00,Private Detectives and Investigators,Protective Service,True,False,3,50090.0,3300,31.0,
21-1092.00,Probation Officers and Correctional Treatment Specialists,Community and Social Service,False,False,4,53020.0,8200,25.0,
43-3061.00,Procurement Clerks,Office and Administrative Support,False,False,3,42670.0,6700,98.0,
27-2012.01,Producers,"Arts, Design, Entertainment, Sports, and Media",False,False,4,71680.0,16000,-1.0,Producers and Directors
27-2012.00,Producers and Directors,"Arts, Design, Entertainment, Sports, and Media",False,False,-1,71680.0,16000,2.0,
17-2111.03,Product Safety Engineers,Architecture and Engineering,False,False,4,89130.0,2000,-1.0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
51-9199.00,"Production Workers, All Other",Production,False,False,-1,30170.0,29100,92.0,
43-5061.00,"Production, Planning, and Expediting Clerks",Office and Administrative Support,False,True,3,47580.0,39700,88.0,
27-2012.03,Program Directors,"Arts, Design, Entertainment, Sports, and Media",False,False,4,71680.0,16000,-1.0,Producers and Directors
43-9081.00,Proofreaders and Copy Markers,Office and Administrative Support,False,False,4,39140.0,2100,84.0,
11-9141.00,"Property, Real Estate, and Community Association Managers",Management,True,False,4,58340.0,31600,81.0,
29-1024.00,Prosthodontists,Healthcare Practitioners and Technical,True,False,5,176540.0,0,6.0,
33-9099.00,"Protective Service Workers, All Other",Protective Service,False,False,-1,30720.0,35400,-1.0,
31-1013.00,Psychiatric Aides,Healthcare Support,True,False,2,29180.0,8000,47.0,
29-2053.00,Psychiatric Technicians,Healthcare Practitioners and Technical,True,False,3,32870.0,7500,4.0,
29-1066.00,Psychiatrists,Healthcare Practitioners and Technical,True,False,5,208000.0,1400,-1.0,
19-3039.00,"Psychologists, All Other","Life, Physical, and Social Science",True,False,-1,100770.0,1600,0.4,
25-1066.00,"Psychology Teachers, Postsecondary","Education, Training, and Library",True,False,5,76710.0,4800,-1.0,
27-3012.00,Public Address System and Other Announcers,"Arts, Design, Entertainment, Sports, and Media",False,False,2,27720.0,1200,72.0,
11-2031.00,Public Relations and Fundraising Managers,Management,True,False,4,114800.0,7800,1.5,
27-3031.00,Public Relations Specialists,"Arts, Design, Entertainment, Sports, and Media",False,True,4,60000.0,30700,18.0,
53-7072.00,"Pump Operators, Except Wellhead Pumpers",Transportation and Material Moving,True,False,2,44380.0,1600,90.0,
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Business and Financial Operations,False,False,4,62750.0,40200,77.0,Buyers and Purchasing Agents
11-3061.00,Purchasing Managers,Management,False,False,4,118940.0,6400,3.0,
19-4099.01,Quality Control Analysts,"Life, Physical, and Social Science",True,False,3,49670.0,9400,-1.0,"Life, Physical, and Social Science Technicians, All Other"
11-3051.01,Quality Control Systems Managers,Management,False,False,4,103380.0,13800,-1.0,Industrial Production Managers
29-1124.00,Radiation Therapists,Healthcare Practitioners and Technical,True,False,3,82330.0,1100,34.0,
27-3011.00,Radio and Television Announcers,"Arts, Design, Entertainment, Sports, and Media",False,False,4,33220.0,4000,10.0,
17-2072.01,Radio Frequency Identification Device Specialists,Architecture and Engineering,False,False,4,102700.0,9000,-1.0,"Electronics Engineers, Except Computer"
49-2021.01,Radio Mechanics,"Installation, Maintenance, and Repair",False,False,3,54890.0,1600,-1.0,"Radio, Cellular, and Tower Equipment Installers and Repairers"
27-4013.00,Radio Operators,"Arts, Design, Entertainment, Sports, and Media",False,False,3,42220.0,100,98.0,
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair",False,False,3,54890.0,1600,-1.0,
29-2099.06,Radiologic Technicians,Healthcare Practitioners and Technical,True,False,3,42920.0,11700,-1.0,"Health Technologists and Technicians, All Other"
29-2034.00,Radiologic Technologists,Healthcare Practitioners and Technical,True,False,3,59520.0,14000,-1.0,
29-1069.10,Radiologists,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
49-3043.00,Rail Car Repairers,"Installation, Maintenance, and Repair",False,False,2,56220.0,2600,88.0,
53-4099.00,"Rail Transportation Workers, All Other",Transportation and Material Moving,False,False,-1,55410.0,300,-1.0,
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Transportation and Material Moving,False,False,2,52630.0,500,91.0,
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction,True,True,2,56930.0,1600,89.0,
53-4021.00,"Railroad Brake, Signal, and Switch Operators",Transportation and Material Moving,False,False,2,57260.0,1200,83.0,
53-4031.00,Railroad Conductors and Yardmasters,Transportation and Material Moving,False,True,2,62930.0,3700,83.0,
19-1031.02,Range Managers,"Life, Physical, and Social Science",False,False,4,61310.0,2600,-1.0,Conservation Scientists
41-9021.00,Real Estate Brokers,Sales and Related,True,False,4,58210.0,10100,97.0,
41-9022.00,Real Estate Sales Agents,Sales and Related,True,False,3,48690.0,38900,86.0,
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,True,False,2,29140.0,157900,96.0,
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary","Education, Training, and Library",False,False,5,62620.0,1800,-1.0,
39-9032.00,Recreation Workers,Personal Care and Service,True,False,4,25060.0,74000,0.6,
29-1125.00,Recreational Therapists,Healthcare Practitioners and Technical,True,False,4,47860.0,1100,0.3,
49-3092.00,Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair",True,False,2,38160.0,2000,59.0,
51-9199.01,Recycling and Reclamation Workers,Production,False,True,2,30170.0,29100,-1.0,"Production Workers, All Other"
53-1021.01,Recycling Coordinators,Transportation and Material Moving,False,True,2,55470.0,48900,-1.0,Supervisors of Transportation and Material Moving Workers
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Installation, Maintenance, and Repair",False,False,2,52190.0,100,82.0,
49-9021.02,Refrigeration Mechanics and Installers,"Installation, Maintenance, and Repair",True,True,3,47610.0,42800,-1.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
53-7081.00,Refuse and Recyclable Material Collectors,Transportation and Material Moving,True,True,2,37260.0,20200,93.0,
29-1141.00,Registered Nurses,Healthcare Practitioners and Technical,True,False,3,71730.0,210400,0.9,
11-9199.01,Regulatory Affairs Managers,Management,False,True,4,107480.0,91300,-1.0,"Managers, All Other"
13-1041.07,Regulatory Affairs Specialists,Business and Financial Operations,False,True,4,68860.0,30700,-1.0,Compliance Officers
21-1015.00,Rehabilitation Counselors,Community and Social Service,True,False,5,35630.0,14000,0.9,
47-2171.00,Reinforcing Iron and Rebar Workers,Construction and Extraction,True,False,2,48320.0,2500,90.0,
21-2099.00,"Religious Workers, All Other",Community and Social Service,False,False,-1,29820.0,8300,-1.0,
19-2099.01,Remote Sensing Scientists and Technologists,"Life, Physical, and Social Science",False,True,5,107230.0,1900,-1.0,"Physical Scientists, All Other"
19-4099.03,Remote Sensing Technicians,"Life, Physical, and Social Science",True,True,4,49670.0,9400,-1.0,"Life, Physical, and Social Science Technicians, All Other"
27-3022.00,Reporters and Correspondents,"Arts, Design, Entertainment, Sports, and Media",False,True,4,41260.0,4400,11.0,
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,False,False,2,37220.0,15800,61.0,
39-9041.00,Residential Advisors,Personal Care and Service,True,False,3,27860.0,20000,6.0,
29-1126.00,Respiratory Therapists,Healthcare Practitioners and Technical,True,False,3,60280.0,10600,7.0,
29-2054.00,Respiratory Therapy Technicians,Healthcare Practitioners and Technical,False,False,3,51210.0,0,10.0,
33-9099.02,Retail Loss Prevention Specialists,Protective Service,False,False,2,30720.0,35400,-1.0,"Protective Service Workers, All Other"
41-2031.00,Retail Salespersons,Sales and Related,True,False,2,24200.0,641300,92.0,
49-9096.00,Riggers,"Installation, Maintenance, and Repair",False,False,2,50370.0,2300,89.0,
13-2099.02,Risk Management Specialists,Business and Financial Operations,False,True,4,70280.0,13700,-1.0,"Financial Specialists, All Other"
17-2199.08,Robotics Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
17-3024.01,Robotics Technicians,Architecture and Engineering,False,True,3,57790.0,1400,-1.0,Electro-Mechanical Technicians
47-5051.00,"Rock Splitters, Quarry",Construction and Extraction,False,False,1,34750.0,700,96.0,
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,38650.0,2100,83.0,
47-5061.00,"Roof Bolters, Mining",Construction and Extraction,False,False,2,58650.0,400,49.0,
47-2181.00,Roofers,Construction and Extraction,True,True,2,39970.0,19500,90.0,
47-5012.00,"Rotary Drill Operators, Oil and Gas",Construction and Extraction,True,False,2,53800.0,3200,53.0,
47-2031.02,Rough Carpenters,Construction and Extraction,True,True,2,46590.0,116300,-1.0,Carpenters
47-5071.00,"Roustabouts, Oil and Gas",Construction and Extraction,True,False,1,37580.0,9100,68.0,
53-5011.00,Sailors and Marine Oilers,Transportation and Material Moving,False,False,2,40900.0,4000,83.0,
41-3031.02,"Sales Agents, Financial Services",Sales and Related,False,False,3,64120.0,44600,-1.0,"Securities, Commodities, and Financial Services Sales Agents"
41-3031.01,"Sales Agents, Securities and Commodities",Sales and Related,False,False,4,64120.0,44600,-1.0,"Securities, Commodities, and Financial Services Sales Agents"
41-9099.00,"Sales and Related Workers, All Other",Sales and Related,False,False,-1,33220.0,14900,-1.0,
41-9031.00,Sales Engineers,Sales and Related,False,False,4,101420.0,7900,0.4,
11-2022.00,Sales Managers,Management,False,False,4,124220.0,39000,1.3,
41-3099.00,"Sales Representatives, Services, All Other",Sales and Related,True,False,-1,54550.0,146800,-1.0,
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales and Related,True,False,4,58510.0,151100,85.0,
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales and Related,False,True,4,79680.0,36000,-1.0,
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Production,False,False,2,29500.0,6200,86.0,
19-3031.01,School Psychologists,"Life, Physical, and Social Science",True,False,5,76990.0,14600,-1.0,"Clinical, Counseling, and School Psychologists"
15-1199.10,Search Marketing Strategists,Computer and Mathematical,True,False,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education","Education, Training, and Library",False,False,4,60320.0,80300,-1.0,
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support,True,False,2,36630.0,233500,96.0,
41-3031.03,Securities and Commodities Traders,Sales and Related,False,True,4,64120.0,44600,-1.0,"Securities, Commodities, and Financial Services Sales Agents"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Sales and Related,False,False,-1,64120.0,44600,1.6,
49-2098.00,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair",True,False,3,47190.0,10500,82.0,
33-9032.00,Security Guards,Protective Service,True,False,2,28490.0,153800,84.0,
13-1199.02,Security Management Specialists,Business and Financial Operations,True,False,4,70530.0,119600,-1.0,"Business Operations Specialists, All Other"
11-9199.07,Security Managers,Management,False,False,4,107480.0,91300,-1.0,"Managers, All Other"
47-4091.00,Segmental Pavers,Construction and Extraction,True,False,2,38860.0,4900,83.0,Miscellaneous Construction and Related Workers
25-3021.00,Self-Enrichment Education Teachers,"Education, Training, and Library",True,False,3,38720.0,49000,13.0,
51-9141.00,Semiconductor Processors,Production,False,False,2,37270.0,2800,88.0,
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production,False,True,2,40810.0,6100,-1.0,
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction,True,False,1,38970.0,4000,83.0,
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",Construction and Extraction,True,True,2,47860.0,8700,93.0,
27-1027.00,Set and Exhibit Designers,"Arts, Design, Entertainment, Sports, and Media",False,False,5,54270.0,1500,0.6,
51-6051.00,"Sewers, Hand",Production,False,False,2,28650.0,1000,99.0,
51-6031.00,Sewing Machine Operators,Production,False,False,1,25030.0,14200,89.0,
39-5093.00,Shampooers,Personal Care and Service,True,False,2,21640.0,2500,79.0,
47-2211.00,Sheet Metal Workers,Construction and Extraction,True,True,2,48460.0,17300,82.0,
33-3051.03,Sheriffs and Deputy Sheriffs,Protective Service,False,False,3,61380.0,52900,-1.0,Police and Sheriff's Patrol Officers
53-5021.01,Ship and Boat Captains,Transportation and Material Moving,False,False,3,69180.0,3600,-1.0,"Captains, Mates, and Pilots of Water Vessels"
53-5031.00,Ship Engineers,Transportation and Material Moving,False,False,3,71130.0,1100,4.0,
43-5071.00,"Shipping, Receiving, and Traffic Clerks",Office and Administrative Support,False,True,2,33030.0,64800,98.0,
51-6041.00,Shoe and Leather Workers and Repairers,Production,False,False,2,28840.0,1400,52.0,
51-6042.00,Shoe Machine Operators and Tenders,Production,False,False,2,30430.0,500,97.0,
49-9097.00,Signal and Track Switch Repairers,"Installation, Maintenance, and Repair",False,False,3,70490.0,900,90.0,
27-2042.01,Singers,"Arts, Design, Entertainment, Sports, and Media",False,False,3,28.15,22400,-1.0,Musicians and Singers
39-5094.00,Skincare Specialists,Personal Care and Service,True,False,3,31290.0,9400,29.0,
51-3023.00,Slaughterers and Meat Packers,Production,False,False,2,28260.0,9900,60.0,
39-1012.00,Slot Supervisors,Personal Care and Service,True,False,2,49420.0,8800,54.0,First-Line Supervisors of Gaming Workers
11-9151.00,Social and Community Service Managers,Management,True,False,4,65320.0,17800,0.7,
21-1093.00,Social and Human Service Assistants,Community and Social Service,True,False,4,33750.0,57500,13.0,
19-4061.00,Social Science Research Assistants,"Life, Physical, and Social Science",True,False,4,46640.0,5300,65.0,
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other","Education, Training, and Library",False,False,-1,71600.0,1700,-1.0,
19-3099.00,"Social Scientists and Related Workers, All Other","Life, Physical, and Social Science",False,False,-1,81340.0,4800,4.0,
25-1113.00,"Social Work Teachers, Postsecondary","Education, Training, and Library",True,False,5,68300.0,1500,-1.0,
21-1029.00,"Social Workers, All Other",Community and Social Service,False,False,-1,63140.0,6600,-1.0,
19-3041.00,Sociologists,"Life, Physical, and Social Science",True,False,5,82050.0,400,6.0,
25-1067.00,"Sociology Teachers, Postsecondary","Education, Training, and Library",False,False,5,74140.0,1600,-1.0,
15-1132.00,"Software Developers, Applications",Computer and Mathematical,True,False,4,103620.0,99200,4.0,
15-1133.00,"Software Developers, Systems Software",Computer and Mathematical,True,True,4,110000.0,35400,13.0,
15-1199.01,Software Quality Assurance Engineers and Testers,Computer and Mathematical,True,False,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
19-1013.00,Soil and Plant Scientists,"Life, Physical, and Social Science",True,True,5,63950.0,2200,2.0,
19-1031.01,Soil and Water Conservationists,"Life, Physical, and Social Science",False,True,4,61310.0,2600,-1.0,Conservation Scientists
47-1011.03,Solar Energy Installation Managers,Construction and Extraction,True,True,3,65230.0,79400,-1.0,First-Line Supervisors of Construction Trades and Extraction Workers
17-2199.11,Solar Energy Systems Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
47-2231.00,Solar Photovoltaic Installers,Construction and Extraction,True,True,2,42680.0,2200,-1.0,
41-4011.07,Solar Sales Representatives and Assessors,Sales and Related,False,True,3,79680.0,36000,-1.0,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
47-4099.02,Solar Thermal Installers and Technicians,Construction and Extraction,True,True,3,38860.0,4900,-1.0,Miscellaneous Construction and Related Workers
51-4121.07,Solderers and Brazers,Production,False,True,2,41380.0,48800,-1.0,"Welders, Cutters, Solderers, and Brazers"
27-4014.00,Sound Engineering Technicians,"Arts, Design, Entertainment, Sports, and Media",False,False,3,52390.0,1700,13.0,
39-1021.01,Spa Managers,Personal Care and Service,True,False,3,38400.0,34400,-1.0,First-Line Supervisors of Personal Service Workers
25-2059.00,"Special Education Teachers, All Other","Education, Training, and Library",True,False,-1,56680.0,3200,-1.0,
25-2052.00,"Special Education Teachers, Kindergarten and Elementary School","Education, Training, and Library",False,False,4,59390.0,14500,-1.0,
25-2053.00,"Special Education Teachers, Middle School","Education, Training, and Library",False,False,4,60250.0,6800,1.6,
25-2051.00,"Special Education Teachers, Preschool","Education, Training, and Library",True,False,5,55840.0,2100,-1.0,
25-2054.00,"Special Education Teachers, Secondary School","Education, Training, and Library",False,False,4,60600.0,11300,0.8,
29-1127.00,Speech-Language Pathologists,Healthcare Practitioners and Technical,True,False,5,77510.0,13500,0.6,
31-9099.01,Speech-Language Pathology Assistants,Healthcare Support,True,False,3,37830.0,11700,-1.0,"Healthcare Support Workers, All Other"
29-1069.11,Sports Medicine Physicians,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
43-3021.01,Statement Clerks,Office and Administrative Support,True,False,2,37800.0,60500,-1.0,Billing and Posting Clerks
51-8021.00,Stationary Engineers and Boiler Operators,Production,False,True,3,60440.0,3700,89.0,
43-9111.00,Statistical Assistants,Office and Administrative Support,True,False,4,48330.0,1800,66.0,
15-2041.00,Statisticians,Computer and Mathematical,True,False,5,87780.0,5300,22.0,
43-5081.00,Stock Clerks and Order Fillers,Office and Administrative Support,True,False,-1,25700.0,279500,64.0,
43-5081.01,"Stock Clerks, Sales Floor",Office and Administrative Support,True,False,2,25700.0,279500,-1.0,Stock Clerks and Order Fillers
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Office and Administrative Support,True,False,2,25700.0,279500,-1.0,Stock Clerks and Order Fillers
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Production,False,False,2,33340.0,5300,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic"
47-2022.00,Stonemasons,Construction and Extraction,True,False,3,41220.0,1900,89.0,
11-3071.02,Storage and Distribution Managers,Management,False,True,4,94730.0,11400,-1.0,"Transportation, Storage, and Distribution Managers"
47-2221.00,Structural Iron and Steel Workers,Construction and Extraction,True,True,2,53970.0,10900,83.0,
51-2041.00,Structural Metal Fabricators and Fitters,Production,False,True,3,39290.0,6600,41.0,
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Community and Social Service,True,False,5,47790.0,103900,3.0,Counselors
53-4041.00,Subway and Streetcar Operators,Transportation and Material Moving,False,False,2,68170.0,1000,86.0,
11-9199.04,Supply Chain Managers,Management,False,True,4,107480.0,91300,-1.0,"Managers, All Other"
29-1067.00,Surgeons,Healthcare Practitioners and Technical,False,False,5,208000.0,1200,-1.0,
29-2099.07,Surgical Assistants,Healthcare Practitioners and Technical,True,False,3,42920.0,11700,-1.0,"Health Technologists and Technicians, All Other"
29-2055.00,Surgical Technologists,Healthcare Practitioners and Technical,True,False,3,47300.0,10400,34.0,
19-3022.00,Survey Researchers,"Life, Physical, and Social Science",False,False,5,57700.0,1500,23.0,
17-3031.00,Surveying and Mapping Technicians,Architecture and Engineering,False,False,-1,44380.0,7200,96.0,
17-3031.01,Surveying Technicians,Architecture and Engineering,False,False,3,44380.0,7200,-1.0,Surveying and Mapping Technicians
17-1022.00,Surveyors,Architecture and Engineering,False,False,4,62580.0,4000,38.0,
13-1199.05,Sustainability Specialists,Business and Financial Operations,True,True,4,70530.0,119600,-1.0,"Business Operations Specialists, All Other"
43-2011.00,"Switchboard Operators, Including Answering Service",Office and Administrative Support,False,False,2,29420.0,6300,96.0,
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Production,False,False,3,31000.0,4200,84.0,
27-2012.04,Talent Directors,"Arts, Design, Entertainment, Sports, and Media",False,False,4,71680.0,16000,-1.0,Producers and Directors
